Estacion,Date,Mes,Year,SO2,CO,NO,NO2,NOx,O3,C7H8,C6H6,C8H10,PM10,Ruido,PM25,PM1,CH4,Veloc,Direc,VelocMax,Temp,HRel,Pres,RSol,Precip,NH3,lat,lon,long
Vivers,1-2017,1,2017,3.14,,10.52,30.6,46.8,46.25,,,,,,,,,3.6,221.31,7.89,12.74,56.55,1006.01,,0.1,,39.479653889163416,,-0.3697121931960339
Vivers,2-2017,2,2017,3.49,,13.1,33.59,53.65,39.56,,,,,,,,,2.45,216.62,5.58,14.34,62.47,1007.8,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,3-2017,3,2017,4.57,,10.14,30.45,46.02,54.53,,,,,,,,,2.5,207.37,6.01,15.08,58.88,1006.29,,0.03,,39.479653889163416,,-0.3697121931960339
Vivers,4-2017,4,2017,4.43,,9.61,21.58,36.35,62.39,,,,,,,,,2.09,188.59,5.65,16.23,61.33,1004.79,,0.02,,39.479653889163416,,-0.3697121931960339
Vivers,5-2017,5,2017,3.26,,7.68,29.0,40.63,60.67,,,,,,,,,1.86,201.09,5.17,19.39,56.63,1006.08,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,6-2017,6,2017,3.72,,5.99,30.27,39.48,59.77,,,,,,,,,2.36,184.21,5.98,22.85,52.1,1003.89,,0.0,,39.479653889163416,,-0.3697121931960339
Vivers,7-2017,7,2017,3.75,,8.19,20.61,33.04,54.99,,,,,,,,,1.81,162.79,4.94,22.74,63.07,1004.04,,0.0,,39.479653889163416,,-0.3697121931960339
Vivers,8-2017,8,2017,3.44,,7.02,21.29,32.09,56.51,,,,,,,,,1.83,193.88,4.88,22.25,62.21,1004.79,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,9-2017,9,2017,4.28,,7.81,27.34,39.35,56.46,,,,,,,,,2.24,193.66,5.56,19.87,60.27,1005.4,,0.03,,39.479653889163416,,-0.3697121931960339
Vivers,10-2017,10,2017,3.54,,11.38,30.25,47.6,43.41,,,,,,,,,1.92,214.54,4.85,18.64,59.19,1006.81,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,11-2017,11,2017,3.76,,17.05,35.87,61.92,35.54,,,,,,,,,2.48,224.86,5.8,15.33,50.11,1004.57,,0.0,,39.479653889163416,,-0.3697121931960339
Vivers,12-2017,12,2017,4.5,,15.35,31.01,54.46,37.08,,,,,,,,,3.14,232.63,7.44,14.64,54.12,1007.85,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,1-2018,1,2018,4.86,,14.24,29.16,50.91,39.53,,,,,,,,,2.48,222.42,6.0,14.18,57.85,1007.52,,0.02,,39.479653889163416,,-0.3697121931960339
Vivers,2-2018,2,2018,5.19,,10.18,28.48,43.97,44.35,,,,,,,,,2.32,219.93,5.85,13.71,60.45,1001.12,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,3-2018,3,2018,4.55,,7.28,21.11,32.15,58.86,,,,,,,,,3.65,246.07,9.07,15.68,48.59,998.96,,0.06,,39.479653889163416,,-0.3697121931960339
Vivers,4-2018,4,2018,3.41,,7.82,22.77,34.62,62.55,,,,,,,,,2.23,206.38,6.11,17.54,59.89,1002.46,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,5-2018,5,2018,3.65,,7.46,22.32,33.58,68.14,,,,,,,,,2.0,192.97,5.5,18.62,62.87,1000.88,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,6-2018,6,2018,3.18,,5.32,18.25,26.17,69.96,,,,,,,,,1.95,183.46,5.44,21.26,63.5,1001.23,,0.02,,39.479653889163416,,-0.3697121931960339
Vivers,7-2018,7,2018,3.39,,4.44,15.58,22.01,67.46,,,,,,,,,1.97,175.94,5.64,22.56,66.65,1000.58,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,8-2018,8,2018,3.55,,5.03,18.1,25.45,59.87,,,,,,,,,1.83,187.36,4.87,22.26,64.66,1002.52,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,9-2018,9,2018,3.58,,5.91,21.66,30.28,54.53,,,,,,,,,2.07,204.85,5.33,20.89,67.93,1005.04,,0.09,,39.479653889163416,,-0.3697121931960339
Vivers,10-2018,10,2018,4.24,,7.59,24.12,35.33,44.07,,,,,,,,,2.55,212.32,6.44,17.55,68.66,1000.44,,0.14,,39.479653889163416,,-0.3697121931960339
Vivers,11-2018,11,2018,3.89,,11.2,28.78,45.67,40.24,,,,,,,,,2.89,215.58,7.31,16.57,65.92,1001.71,,0.0,,39.479653889163416,,-0.3697121931960339
Vivers,12-2018,12,2018,3.84,,16.63,30.45,55.74,35.17,,,,,,,,,2.49,243.2,6.24,15.48,61.82,1008.64,,0.0,,39.479653889163416,,-0.3697121931960339
Vivers,1-2019,1,2019,3.77,,15.02,27.04,49.91,46.26,,,,,,,,,3.09,235.37,7.45,15.83,55.97,1001.25,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,2-2019,2,2019,3.6,,11.44,31.53,48.87,51.12,,,,,,,,,1.91,208.98,4.8,15.93,62.14,1009.74,,0.02,,39.479653889163416,,-0.3697121931960339
Vivers,3-2019,3,2019,3.99,,8.58,24.44,37.4,64.47,,,,,,,,,2.51,200.82,6.21,16.47,56.58,1007.33,,0.03,,39.479653889163416,,-0.3697121931960339
Vivers,4-2019,4,2019,3.54,,5.64,17.74,26.18,71.66,,,,,,,,,3.5,186.21,7.98,17.58,65.22,1001.7,,0.11,,39.479653889163416,,-0.3697121931960339
Vivers,5-2019,5,2019,3.84,,5.11,19.67,27.42,63.5,,,,,,,,,2.38,188.73,5.58,19.26,62.69,1002.45,,0.03,,39.479653889163416,,-0.3697121931960339
Vivers,6-2019,6,2019,3.56,,5.42,17.24,25.27,66.32,,,,,,,,,1.63,174.74,4.69,22.33,64.09,1002.2,,0.0,,39.479653889163416,,-0.3697121931960339
Vivers,7-2019,7,2019,3.39,,6.05,17.25,26.29,64.22,,,,,,,,,1.89,187.69,5.32,24.39,62.93,1001.29,,0.05,,39.479653889163416,,-0.3697121931960339
Vivers,8-2019,8,2019,3.26,,4.84,16.63,23.9,57.36,,,,,,,,,2.31,188.02,5.86,23.5,66.76,1003.83,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,9-2019,9,2019,3.33,,5.54,19.33,27.72,56.35,,,,,,,,,2.43,201.41,6.17,22.79,63.66,1003.74,,0.02,,39.479653889163416,,-0.3697121931960339
Vivers,10-2019,10,2019,3.42,,7.66,25.71,37.23,42.34,,,,,,,,,2.25,225.75,5.86,19.03,57.8,1002.89,,0.02,,39.479653889163416,,-0.3697121931960339
Vivers,11-2019,11,2019,3.38,,8.7,22.78,35.82,43.24,,,,,,,,,3.18,236.79,7.89,15.62,57.3,1000.15,,0.02,,39.479653889163416,,-0.3697121931960339
Vivers,12-2019,12,2019,3.45,,11.83,27.88,45.75,38.83,,,,,,,,,2.91,229.54,7.06,15.58,61.44,1006.0,,0.06,,39.479653889163416,,-0.3697121931960339
Vivers,1-2020,1,2020,3.52,,13.91,28.46,49.44,36.39,,,,,,,,,3.0,220.27,7.13,14.88,69.01,1006.55,,0.17,,39.479653889163416,,-0.3697121931960339
Vivers,2-2020,2,2020,3.28,,8.54,26.76,39.63,37.05,,,,,,,,,2.04,206.54,5.27,16.02,68.82,1007.61,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,3-2020,3,2020,3.32,,5.05,13.49,20.84,53.7,,,,,,,,,2.55,169.13,6.66,14.48,77.32,1003.96,,0.03,,39.479653889163416,,-0.3697121931960339
Vivers,4-2020,4,2020,3.11,,4.3,12.11,18.31,56.94,,,,,,,,,2.08,196.33,5.66,17.31,75.09,1001.68,,0.06,,39.479653889163416,,-0.3697121931960339
Vivers,5-2020,5,2020,3.26,,3.38,12.68,17.65,63.53,,,,,,,,,2.16,183.36,5.58,19.78,70.03,1004.97,,0.2,,39.479653889163416,,-0.3697121931960339
Vivers,6-2020,6,2020,3.25,,3.79,14.05,19.71,57.14,,,,,,,,,1.89,171.07,5.15,21.71,75.52,1004.03,,0.0,,39.479653889163416,,-0.3697121931960339
Vivers,7-2020,7,2020,3.18,,5.27,16.55,24.43,56.99,,,,,,,,,1.66,168.76,4.78,23.41,78.44,1003.88,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,8-2020,8,2020,3.27,,7.18,17.6,28.36,61.31,,,,,,,,,1.56,179.4,4.37,23.26,78.24,1002.69,,0.03,,39.479653889163416,,-0.3697121931960339
Vivers,9-2020,9,2020,3.2,,5.75,20.88,29.59,58.19,,,,,,,,,1.87,222.39,5.19,21.22,71.71,1004.22,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,10-2020,10,2020,3.38,,7.24,25.36,36.29,51.11,,,,,,,,,2.1,223.28,5.48,18.08,70.85,1004.67,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,11-2020,11,2020,3.39,,10.24,27.8,43.37,39.48,,,,,,,,,1.98,221.04,5.18,16.85,68.91,1006.8,,0.1,,39.479653889163416,,-0.3697121931960339
Vivers,12-2020,12,2020,3.47,,12.15,25.44,43.9,41.32,,,,,,,,,2.01,226.37,5.3,15.25,63.63,1005.51,,0.0,,39.479653889163416,,-0.3697121931960339
Vivers,1-2021,1,2021,3.25,,8.94,21.97,35.54,52.22,,,,,,,,,3.55,231.67,8.66,15.31,58.79,1003.66,,0.07,,39.479653889163416,,-0.3697121931960339
Vivers,2-2021,2,2021,3.38,,3.99,17.52,23.44,61.17,,,,,,,,,2.19,178.59,5.62,14.61,73.34,1007.68,,0.02,,39.479653889163416,,-0.3697121931960339
Vivers,3-2021,3,2021,3.34,,4.65,19.67,26.69,62.22,,,,,,,,,1.98,197.53,5.3,14.68,66.69,1006.65,,0.04,,39.479653889163416,,-0.3697121931960339
Vivers,4-2021,4,2021,3.43,,3.72,15.99,21.57,65.78,,,,,,,,,1.83,170.41,5.12,15.51,78.16,1001.98,,0.09,,39.479653889163416,,-0.3697121931960339
Vivers,5-2021,5,2021,3.28,,3.92,14.81,20.76,63.21,,,,,,,,,2.17,175.49,5.64,18.78,72.03,1003.29,,0.02,,39.479653889163416,,-0.3697121931960339
Vivers,6-2021,6,2021,3.2,,3.08,14.47,19.05,65.1,,,,,,,,,1.9,191.67,5.1,21.45,68.43,1001.73,,0.01,,39.479653889163416,,-0.3697121931960339
Vivers,7-2021,7,2021,3.18,,3.39,13.47,18.57,60.72,,,,,,,,,1.88,177.82,5.21,22.13,78.54,1001.28,,0.05,,39.479653889163416,,-0.3697121931960339
Vivers,8-2021,8,2021,3.4,,3.17,12.88,17.66,67.17,,,,,,,,,1.96,166.85,5.49,22.58,76.17,1001.99,,0.09,,39.479653889163416,,-0.3697121931960339
Vivers,9-2021,9,2021,3.42,,4.05,16.42,22.5,64.3,,,,,,,,,2.16,187.36,5.66,21.02,73.04,1003.27,,0.07,,39.479653889163416,,-0.3697121931960339
Vivers,10-2021,10,2021,3.64,,5.49,21.2,29.57,55.98,,,,,,,,,1.98,218.09,5.13,18.12,70.48,1004.12,,0.03,,39.479653889163416,,-0.3697121931960339
Vivers,11-2021,11,2021,3.46,,6.13,21.52,30.85,50.34,,,,,,,,,2.11,227.05,5.72,15.41,62.98,1003.41,,0.15,,39.479653889163416,,-0.3697121931960339
Vivers,12-2021,12,2021,3.57,,8.52,23.44,36.4,41.92,,,,,,,,,2.13,232.45,5.48,15.75,65.9,1006.6,,0.0,,39.479653889163416,,-0.3697121931960339
Vivers,1-2022,1,2022,3.4,,6.87,21.1,31.55,43.82,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,2-2022,2,2022,3.5,,5.66,20.13,28.72,47.49,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,3-2022,3,2022,3.37,,4.01,13.35,19.52,67.71,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,4-2022,4,2022,3.44,,3.37,15.07,20.13,60.2,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,5-2022,5,2022,3.49,,3.3,15.0,19.96,55.79,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,6-2022,6,2022,3.67,,2.77,13.26,17.4,55.43,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,7-2022,7,2022,4.04,,3.38,14.4,19.52,56.16,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,8-2022,8,2022,4.05,,3.15,13.44,18.26,55.27,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,9-2022,9,2022,3.71,,3.69,14.66,20.19,49.05,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,10-2022,10,2022,3.53,,5.18,17.29,25.03,41.09,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,11-2022,11,2022,3.57,,4.29,15.71,22.14,41.12,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,12-2022,12,2022,3.6,,6.33,18.59,28.19,34.71,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,1-2023,1,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,2-2023,2,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,3-2023,3,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,4-2023,4,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,5-2023,5,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,6-2023,6,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,7-2023,7,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,8-2023,8,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,9-2023,9,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,10-2023,10,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,11-2023,11,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Vivers,12-2023,12,2023,,,,,,,,,,,,,,,,,,,,,,,,39.479653889163416,,-0.3697121931960339
Av. Francia,1-2017,1,2017,3.22,0.17,11.59,39.08,56.35,42.62,,,,15.99,,8.33,,,3.56,221.31,7.89,12.74,56.55,1006.01,,0.1,,39.45754550951267,,-0.34279057101811966
Av. Francia,2-2017,2,2017,3.49,0.16,15.89,45.85,69.87,39.14,,,,14.79,,8.04,,,2.4,216.75,5.58,14.34,62.47,1007.8,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,3-2017,3,2017,3.34,0.15,13.49,42.72,63.17,51.54,,,,18.94,,11.58,,,2.49,207.28,6.01,15.08,58.88,1006.29,,0.03,,39.45754550951267,,-0.34279057101811966
Av. Francia,4-2017,4,2017,3.19,0.13,8.92,33.68,46.88,57.82,,,,21.72,,12.28,,,2.09,188.59,5.65,16.23,61.33,1004.79,,0.02,,39.45754550951267,,-0.34279057101811966
Av. Francia,5-2017,5,2017,3.24,0.13,10.38,33.37,49.06,52.34,,,,23.25,,11.95,,,1.86,201.09,5.17,19.39,56.63,1006.08,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,6-2017,6,2017,3.65,0.14,6.9,25.32,35.81,52.25,,,,26.56,,11.84,,,2.32,183.1,5.98,22.85,52.1,1003.89,,0.0,,39.45754550951267,,-0.34279057101811966
Av. Francia,7-2017,7,2017,3.3,0.15,7.37,24.48,35.56,48.59,,,,26.94,,14.9,,,1.81,162.79,4.94,22.74,63.07,1004.04,,0.0,,39.45754550951267,,-0.34279057101811966
Av. Francia,8-2017,8,2017,3.43,0.15,6.84,25.92,36.2,54.31,,,,22.45,,12.53,,,1.83,193.88,4.88,22.25,62.21,1004.79,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,9-2017,9,2017,3.33,0.12,7.77,29.81,41.52,55.07,,,,20.34,,10.46,,,2.23,193.47,5.56,19.87,60.27,1005.4,,0.03,,39.45754550951267,,-0.34279057101811966
Av. Francia,10-2017,10,2017,3.62,0.14,11.66,34.78,52.49,45.74,,,,24.16,,13.27,,,1.9,214.78,4.85,18.64,59.19,1006.81,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,11-2017,11,2017,3.68,0.18,20.77,44.97,76.61,40.62,,,,32.67,,16.06,,,2.44,224.69,5.8,15.33,50.11,1004.57,,0.0,,39.45754550951267,,-0.34279057101811966
Av. Francia,12-2017,12,2017,3.52,0.15,16.46,33.74,58.82,41.25,,,,21.35,,12.0,,,3.1,232.9,7.44,14.64,54.12,1007.85,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,1-2018,1,2018,3.47,0.14,13.75,32.41,53.18,43.29,,,,20.38,,12.56,,,2.47,222.43,6.0,14.18,57.85,1007.52,,0.02,,39.45754550951267,,-0.34279057101811966
Av. Francia,2-2018,2,2018,3.67,0.16,10.72,34.55,50.88,46.2,,,,19.73,,12.09,,,2.31,220.12,5.85,13.71,60.45,1001.12,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,3-2018,3,2018,3.57,0.15,7.8,27.38,39.21,58.47,,,,16.02,,8.36,,,3.64,246.2,9.07,15.68,48.59,998.96,,0.06,,39.45754550951267,,-0.34279057101811966
Av. Francia,4-2018,4,2018,3.42,0.13,8.13,28.4,40.45,59.8,,,,22.57,,14.57,,,2.23,206.17,6.11,17.54,59.89,1002.46,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,5-2018,5,2018,3.61,0.12,7.83,25.89,37.16,62.29,,,,20.32,,12.58,,,2.0,192.75,5.5,18.62,62.87,1000.88,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,6-2018,6,2018,3.6,0.12,5.2,23.27,30.33,61.31,,,,16.72,,9.89,,,1.96,183.22,5.44,21.26,63.5,1001.23,,0.02,,39.45754550951267,,-0.34279057101811966
Av. Francia,7-2018,7,2018,3.42,0.12,4.82,18.25,24.77,60.76,,,,19.17,,11.42,,,1.97,175.78,5.64,22.56,66.65,1000.58,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,8-2018,8,2018,3.49,0.16,6.38,23.95,33.43,52.85,,,,16.62,,9.74,,,1.85,185.95,4.87,22.26,64.66,1002.52,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,9-2018,9,2018,3.59,0.15,5.62,20.49,28.95,48.37,,,,18.29,,11.35,,,2.02,202.19,5.33,20.89,67.93,1005.04,,0.09,,39.45754550951267,,-0.34279057101811966
Av. Francia,10-2018,10,2018,3.68,0.16,7.84,22.85,34.57,45.9,,,,16.41,,10.65,,,2.49,213.97,6.44,17.55,68.66,1000.44,,0.14,,39.45754550951267,,-0.34279057101811966
Av. Francia,11-2018,11,2018,3.76,0.14,9.67,31.04,45.57,43.05,,,,14.84,,9.89,,,2.89,215.36,7.31,16.57,65.92,1001.71,,0.0,,39.45754550951267,,-0.34279057101811966
Av. Francia,12-2018,12,2018,4.16,0.22,11.07,30.35,47.03,35.07,,,,17.1,,11.83,,,2.49,243.23,6.24,15.48,61.82,1008.64,,0.0,,39.45754550951267,,-0.34279057101811966
Av. Francia,1-2019,1,2019,3.79,0.16,7.45,23.81,35.17,41.88,,,,21.91,,13.51,,,3.09,235.5,7.45,15.83,55.97,1001.25,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,2-2019,2,2019,5.03,0.13,10.59,38.9,55.03,47.37,,,,31.89,,20.39,,,1.9,209.02,4.8,15.93,62.14,1009.74,,0.02,,39.45754550951267,,-0.34279057101811966
Av. Francia,3-2019,3,2019,4.74,0.14,5.5,25.51,33.77,62.21,,,,24.42,,14.82,,,2.5,200.44,6.21,16.47,56.58,1007.33,,0.03,,39.45754550951267,,-0.34279057101811966
Av. Francia,4-2019,4,2019,4.2,0.13,3.73,18.54,24.1,69.43,,,,20.55,,13.11,,,3.43,186.64,7.98,17.58,65.22,1001.7,,0.11,,39.45754550951267,,-0.34279057101811966
Av. Francia,5-2019,5,2019,4.21,0.14,3.69,18.76,24.27,64.03,,,,18.45,,11.2,,,2.37,184.6,5.58,19.26,62.69,1002.45,,0.03,,39.45754550951267,,-0.34279057101811966
Av. Francia,6-2019,6,2019,4.11,0.14,3.96,16.3,22.26,62.58,,,,22.95,,14.35,,,1.63,174.22,4.69,22.33,64.09,1002.2,,0.0,,39.45754550951267,,-0.34279057101811966
Av. Francia,7-2019,7,2019,3.87,0.14,5.8,13.3,22.09,58.96,,,,21.62,,12.75,,,1.89,187.84,5.32,24.39,62.93,1001.29,,0.05,,39.45754550951267,,-0.34279057101811966
Av. Francia,8-2019,8,2019,3.85,0.14,4.25,19.32,25.85,55.73,,,,20.17,,12.56,,,2.3,188.11,5.86,23.5,66.76,1003.83,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,9-2019,9,2019,4.03,0.13,5.31,17.88,26.03,55.35,,,,20.81,,13.45,,,2.42,201.41,6.17,22.79,63.66,1003.74,,0.02,,39.45754550951267,,-0.34279057101811966
Av. Francia,10-2019,10,2019,4.18,0.17,5.62,22.92,31.44,46.41,,,,16.22,,11.14,,,2.25,225.51,5.86,19.03,57.8,1002.89,,0.02,,39.45754550951267,,-0.34279057101811966
Av. Francia,11-2019,11,2019,4.2,0.12,6.15,21.44,31.04,46.79,,,,11.03,,7.05,,,3.17,236.78,7.89,15.62,57.3,1000.15,,0.02,,39.45754550951267,,-0.34279057101811966
Av. Francia,12-2019,12,2019,4.54,0.15,9.39,25.26,39.77,42.43,,,,14.4,,10.61,,,2.91,229.59,7.06,15.58,61.44,1006.0,,0.06,,39.45754550951267,,-0.34279057101811966
Av. Francia,1-2020,1,2020,4.19,0.16,9.7,24.55,39.52,39.5,,,,15.11,,10.13,,,3.02,216.12,7.13,14.88,69.01,1006.55,,0.17,,39.45754550951267,,-0.34279057101811966
Av. Francia,2-2020,2,2020,3.97,0.14,6.49,23.48,33.26,42.1,,,,35.08,,14.6,,,2.0,204.17,5.27,16.02,68.82,1007.61,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,3-2020,3,2020,3.92,0.13,3.37,10.15,15.37,61.04,,,,12.17,,7.34,,,2.5,167.58,6.66,14.48,77.32,1003.96,,0.03,,39.45754550951267,,-0.34279057101811966
Av. Francia,4-2020,4,2020,3.83,0.13,2.78,10.19,14.33,60.93,,,,9.82,,6.76,,,2.06,193.28,5.66,17.31,75.09,1001.68,,0.06,,39.45754550951267,,-0.34279057101811966
Av. Francia,5-2020,5,2020,3.93,0.14,2.34,10.69,14.15,68.32,,,,9.21,,5.18,,,2.14,181.47,5.58,19.78,70.03,1004.97,,0.2,,39.45754550951267,,-0.34279057101811966
Av. Francia,6-2020,6,2020,3.44,0.14,2.42,10.01,13.45,60.71,,,,8.51,,4.86,,,1.88,173.61,5.15,21.71,75.52,1004.03,,0.0,,39.45754550951267,,-0.34279057101811966
Av. Francia,7-2020,7,2020,3.52,0.14,3.19,13.74,18.02,62.05,,,,11.31,,6.88,,,1.66,167.13,4.78,23.41,78.44,1003.88,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,8-2020,8,2020,3.53,0.14,3.91,12.91,18.33,58.79,,,,9.83,,5.2,,,1.55,179.63,4.37,23.26,78.24,1002.69,,0.03,,39.45754550951267,,-0.34279057101811966
Av. Francia,9-2020,9,2020,3.82,0.15,2.99,15.03,19.07,56.41,,,,9.32,,5.2,,,1.85,222.08,5.19,21.22,71.71,1004.22,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,10-2020,10,2020,4.23,0.16,3.81,17.43,22.72,49.58,,,,9.57,,5.34,,,2.1,223.28,5.48,18.08,70.85,1004.67,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,11-2020,11,2020,3.88,0.14,5.36,19.98,27.69,41.02,,,,11.27,,6.85,,,1.94,220.99,5.18,16.85,68.91,1006.8,,0.1,,39.45754550951267,,-0.34279057101811966
Av. Francia,12-2020,12,2020,3.78,0.15,8.0,20.77,33.03,41.53,,,,10.36,,6.12,,,1.94,229.74,5.3,15.25,63.63,1005.51,,0.0,,39.45754550951267,,-0.34279057101811966
Av. Francia,1-2021,1,2021,3.83,0.13,4.33,15.92,22.71,48.51,,,,8.63,,4.89,,,1.55,202.41,8.66,15.31,58.79,1003.66,,0.07,,39.45754550951267,,-0.34279057101811966
Av. Francia,2-2021,2,2021,3.78,0.11,2.33,12.15,15.86,56.64,,,,12.53,,8.5,,,1.89,147.31,5.62,14.61,73.34,1007.68,,0.02,,39.45754550951267,,-0.34279057101811966
Av. Francia,3-2021,3,2021,3.47,0.11,2.68,14.94,19.14,57.45,,,,11.5,,7.4,,,1.76,154.97,5.3,14.68,66.69,1006.65,,0.04,,39.45754550951267,,-0.34279057101811966
Av. Francia,4-2021,4,2021,3.9,0.12,2.64,11.49,15.27,66.64,,,,10.13,,6.84,,,1.97,141.27,5.12,15.51,78.16,1001.98,,0.09,,39.45754550951267,,-0.34279057101811966
Av. Francia,5-2021,5,2021,4.58,0.14,2.39,10.07,13.53,57.67,,,,7.78,,4.69,,,2.11,136.5,5.64,18.78,72.03,1003.29,,0.02,,39.45754550951267,,-0.34279057101811966
Av. Francia,6-2021,6,2021,4.12,0.14,2.6,12.47,16.07,59.85,,,,9.66,,5.11,,,1.79,150.49,5.1,21.45,68.43,1001.73,,0.01,,39.45754550951267,,-0.34279057101811966
Av. Francia,7-2021,7,2021,4.15,0.11,2.42,9.32,12.8,63.94,,,,8.08,,4.63,,,2.13,126.62,5.21,22.13,78.54,1001.28,,0.05,,39.45754550951267,,-0.34279057101811966
Av. Francia,8-2021,8,2021,4.01,0.12,2.43,9.54,13.04,62.66,,,,11.57,,5.86,,,2.1,124.97,5.49,22.58,76.17,1001.99,,0.09,,39.45754550951267,,-0.34279057101811966
Av. Francia,9-2021,9,2021,4.5,0.13,2.54,11.81,15.49,58.78,,,,15.62,,7.74,,,1.94,142.05,5.66,21.02,73.04,1003.27,,0.07,,39.45754550951267,,-0.34279057101811966
Av. Francia,10-2021,10,2021,3.44,0.12,3.62,14.21,19.58,52.17,,,,21.09,,9.43,,,1.37,194.67,5.13,18.12,70.48,1004.12,,0.03,,39.45754550951267,,-0.34279057101811966
Av. Francia,11-2021,11,2021,3.55,0.13,3.72,14.24,19.62,45.76,,,,16.93,,7.14,,,1.32,195.82,5.72,15.41,62.98,1003.41,,0.15,,39.45754550951267,,-0.34279057101811966
Av. Francia,12-2021,12,2021,3.49,0.12,5.31,16.14,24.01,40.52,,,,24.55,,13.42,,,1.15,192.11,5.48,15.75,65.9,1006.6,,0.0,,39.45754550951267,,-0.34279057101811966
Av. Francia,1-2022,1,2022,3.23,0.11,6.12,17.77,26.82,42.61,,,,30.96,,15.02,,,1.2,175.42,,,,,,,,39.45754550951267,,-0.34279057101811966
Av. Francia,2-2022,2,2022,3.86,0.13,4.58,15.69,22.4,43.72,,,,29.26,,12.9,,,1.5,172.77,,,,,,,,39.45754550951267,,-0.34279057101811966
Av. Francia,3-2022,3,2022,3.83,0.11,3.74,9.15,14.51,62.29,,,,26.69,,14.3,,,4.31,118.98,,,,,,,,39.45754550951267,,-0.34279057101811966
Av. Francia,4-2022,4,2022,3.47,0.1,2.62,11.18,14.87,61.59,,,,21.25,,9.79,,,2.32,152.52,,,,,,,,39.45754550951267,,-0.34279057101811966
